customerID,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,Churn,ChurnRiskScore,RiskTier
1875-QIVME,Month-to-month,2,104.4,242.8,Fiber optic,Electronic check,Yes,No,Yes,0.944384301422063,High
6630-UJZMY,Month-to-month,4,83.25,308.05,Fiber optic,Electronic check,No,No,No,0.9439019335489406,High
3319-DWOEP,Month-to-month,6,95.75,573.75,Fiber optic,Electronic check,No,No,Yes,0.9428795852121802,High
2865-TCHJW,Month-to-month,4,89.2,346.2,Fiber optic,Electronic check,No,No,Yes,0.9423564088667521,High
0196-VULGZ,Month-to-month,6,84.35,474.9,Fiber optic,Electronic check,No,No,Yes,0.9418588194850208,High
4847-TAJYI,Month-to-month,6,89.35,567.8,Fiber optic,Electronic check,No,No,No,0.941796294681462,High
8414-MYSHR,Month-to-month,5,91.4,449.75,Fiber optic,Electronic check,No,No,Yes,0.9412024090602644,High
3722-WPXTK,Month-to-month,1,88.35,88.35,Fiber optic,Electronic check,No,No,Yes,0.9407975263570398,High
2725-KXXWT,Month-to-month,1,90.75,90.75,Fiber optic,Electronic check,No,No,Yes,0.9407897527327084,High
1455-ESIQH,Month-to-month,1,89.1,89.1,Fiber optic,Electronic check,No,No,Yes,0.9401596342184986,High
8775-LHDJH,Month-to-month,1,90.6,90.6,Fiber optic,Electronic check,No,No,Yes,0.9401397853499491,High
7577-SWIFR,Month-to-month,1,89.25,89.25,Fiber optic,Electronic check,No,No,No,0.9400312858057431,High
0970-ETWGE,Month-to-month,1,89.55,89.55,Fiber optic,Electronic check,No,No,Yes,0.939773815466576,High
3027-ZTDHO,Month-to-month,1,89.9,89.9,Fiber optic,Electronic check,No,No,Yes,0.9394721259161647,High
1624-NALOJ,Month-to-month,5,89.8,502.6,Fiber optic,Electronic check,No,No,Yes,0.9394218666625216,High
8603-IJWDN,Month-to-month,1,86.6,86.6,Fiber optic,Electronic check,No,No,Yes,0.9392522734792972,High
7274-RTAPZ,Month-to-month,1,90.55,90.55,Fiber optic,Electronic check,No,No,Yes,0.938908091146947,High
9282-IZGQK,Month-to-month,1,85.0,85.0,Fiber optic,Electronic check,No,No,Yes,0.9388644009777756,High
0259-GBZSH,Month-to-month,2,85.65,181.5,Fiber optic,Electronic check,No,No,Yes,0.9387691989147153,High
8593-WHYHV,Month-to-month,3,85.3,264.8,Fiber optic,Electronic check,No,No,Yes,0.9383633306411157,High
0754-UKWQP,Month-to-month,2,95.85,197.7,Fiber optic,Electronic check,No,No,Yes,0.9382407574304581,High
4192-GORJT,Month-to-month,5,94.45,498.1,Fiber optic,Electronic check,No,No,Yes,0.9378577728157842,High
2265-CYWIV,Month-to-month,4,99.6,347.65,Fiber optic,Electronic check,No,Yes,Yes,0.9378267872826682,High
4912-PIGUY,Month-to-month,1,84.6,84.6,Fiber optic,Electronic check,No,No,No,0.9378003508724155,High
7228-OMTPN,Month-to-month,4,88.45,370.65,Fiber optic,Electronic check,No,No,Yes,0.9376389497188122,High
4587-VVTOX,Month-to-month,6,105.3,545.2,Fiber optic,Electronic check,No,No,Yes,0.9372955445058611,High
6474-FVJLC,Month-to-month,2,86.0,165.45,Fiber optic,Electronic check,No,No,Yes,0.9372937473100774,High
4927-WWOOZ,Month-to-month,2,91.45,171.45,Fiber optic,Electronic check,No,No,No,0.9369665641982186,High
9546-CQJSU,Month-to-month,2,91.4,193.6,Fiber optic,Electronic check,No,No,Yes,0.9365227453360909,High
1143-NMNQJ,Month-to-month,2,85.7,169.8,Fiber optic,Electronic check,No,No,Yes,0.93650311882631,High
6513-EECDB,Month-to-month,1,73.55,73.55,Fiber optic,Electronic check,No,No,Yes,0.9354647732470766,High
0697-ZMSWS,Month-to-month,4,85.65,338.9,Fiber optic,Electronic check,No,No,Yes,0.9353089537106378,High
4713-LZDRV,Month-to-month,2,79.6,195.05,Fiber optic,Electronic check,No,No,Yes,0.9347856743008539,High
4102-OQUPX,Month-to-month,1,74.4,74.4,Fiber optic,Electronic check,No,No,Yes,0.9346807044438177,High
4548-SDBKE,Month-to-month,5,85.2,474.8,Fiber optic,Electronic check,No,No,Yes,0.9342847698255236,High
3727-RJMEO,Month-to-month,6,82.85,460.25,Fiber optic,Electronic check,No,No,Yes,0.9337697621754806,High
2034-GDRCN,Month-to-month,2,90.4,168.2,Fiber optic,Electronic check,No,No,Yes,0.9336773117038676,High
3318-NMQXL,Month-to-month,3,92.0,266.8,Fiber optic,Electronic check,No,No,No,0.9335874644790431,High
6108-OQZDQ,Month-to-month,4,97.95,384.5,Fiber optic,Electronic check,No,No,Yes,0.9335789435929145,High
3489-HHPFY,Month-to-month,2,84.05,134.05,Fiber optic,Electronic check,No,No,No,0.933501859612722,High
8473-VUVJN,Month-to-month,1,73.65,73.65,Fiber optic,Electronic check,No,No,Yes,0.9331420493182416,High
7398-SKNQZ,Month-to-month,3,94.9,273.2,Fiber optic,Electronic check,No,No,No,0.9330666008909216,High
0723-DRCLG,Month-to-month,1,74.45,74.45,Fiber optic,Electronic check,No,No,Yes,0.9327091992583655,High
0021-IKXGC,Month-to-month,1,72.1,72.1,Fiber optic,Electronic check,No,No,No,0.932670267603501,High
8739-XNIKG,Month-to-month,5,84.0,424.75,Fiber optic,Electronic check,No,No,No,0.9324643836643699,High
3551-HUAZH,Month-to-month,1,74.4,74.4,Fiber optic,Electronic check,No,No,Yes,0.9324275958073018,High
2990-HWIML,Month-to-month,6,89.5,573.3,Fiber optic,Electronic check,No,No,Yes,0.9323058758736521,High
5240-IJOQT,Month-to-month,1,74.7,74.7,Fiber optic,Electronic check,No,No,Yes,0.932139836375356,High
9611-CTWIH,Month-to-month,3,89.45,240.45,Fiber optic,Electronic check,No,No,Yes,0.9319741862441483,High
4988-IQIGL,Month-to-month,1,75.35,75.35,Fiber optic,Electronic check,No,No,Yes,0.9315124559804483,High
8580-AECUZ,Month-to-month,1,79.1,79.1,Fiber optic,Electronic check,No,No,Yes,0.9313222551735314,High
6894-LFHLY,Month-to-month,1,75.75,75.75,Fiber optic,Electronic check,No,No,Yes,0.931123708967867,High
1833-VGRUM,Month-to-month,1,74.2,74.2,Fiber optic,Electronic check,No,No,Yes,0.9306387435252766,High
9248-OJYKK,Month-to-month,1,76.45,76.45,Fiber optic,Electronic check,No,No,Yes,0.9304384815673985,High
7488-MXJIV,Month-to-month,4,85.65,321.65,Fiber optic,Electronic check,No,No,Yes,0.9303827944199964,High
5299-SJCZT,Month-to-month,3,101.55,298.35,Fiber optic,Bank transfer (automatic),No,No,Yes,0.9303650656044032,High
2462-XIIJB,Month-to-month,5,92.5,452.7,Fiber optic,Electronic check,No,No,Yes,0.9302462972624577,High
6230-BSUXY,Month-to-month,1,85.0,85.0,Fiber optic,Electronic check,No,No,Yes,0.9301648643152732,High
6161-UUUTA,Month-to-month,3,79.9,260.9,Fiber optic,Electronic check,No,No,Yes,0.9296590048545214,High
5380-AFSSK,Month-to-month,5,93.9,486.85,Fiber optic,Mailed check,No,No,Yes,0.9294284371526323,High
6567-HOOPW,Month-to-month,1,79.2,79.2,Fiber optic,Electronic check,No,No,Yes,0.9292070981937035,High
3387-VATUS,Month-to-month,5,94.85,462.8,Fiber optic,Bank transfer (automatic),No,No,Yes,0.9284914011896682,High
1304-NECVQ,Month-to-month,2,78.55,149.55,Fiber optic,Electronic check,No,No,Yes,0.9284425981317294,High
1941-HOSAM,Month-to-month,1,90.1,90.1,Fiber optic,Electronic check,No,No,No,0.9284173644173822,High
7576-OYWBN,Month-to-month,3,76.05,231.8,Fiber optic,Electronic check,No,No,Yes,0.9278795837631179,High
9944-HKVVB,Month-to-month,3,95.1,307.4,Fiber optic,Electronic check,No,No,Yes,0.9278018936847094,High
4228-ZGYUW,Month-to-month,4,90.05,368.1,Fiber optic,Electronic check,No,No,Yes,0.9277635072333638,High
8258-GSTJK,Month-to-month,3,77.0,237.75,Fiber optic,Electronic check,No,No,Yes,0.9272832649881433,High
0722-TROQR,Month-to-month,4,74.9,321.75,Fiber optic,Electronic check,No,No,Yes,0.9267860316687527,High
0702-PGIBZ,Month-to-month,4,101.7,364.55,Fiber optic,Electronic check,No,No,Yes,0.9265047696129246,High
4951-UKAAQ,Month-to-month,4,88.95,355.2,Fiber optic,Electronic check,No,No,Yes,0.9260129114040337,High
9025-AOMKI,Month-to-month,6,93.55,536.4,Fiber optic,Bank transfer (automatic),No,No,Yes,0.9253141737205993,High
7181-BQYBV,Month-to-month,1,102.45,102.45,Fiber optic,Electronic check,No,Yes,Yes,0.9252852825849124,High
1389-CXMLU,Month-to-month,3,91.05,289.1,Fiber optic,Electronic check,No,No,Yes,0.925249715618799,High
9725-SCPZG,Month-to-month,1,90.85,90.85,Fiber optic,Electronic check,No,No,Yes,0.9251803264062584,High
4952-YSOGZ,Month-to-month,4,85.95,381.3,Fiber optic,Electronic check,No,No,Yes,0.9251374917843763,High
4929-XIHVW,Month-to-month,2,95.5,181.65,Fiber optic,Credit card (automatic),No,No,No,0.9250627719233789,High
1197-BVMVG,Month-to-month,4,74.45,294.45,Fiber optic,Electronic check,No,No,No,0.9249076337302394,High
4086-YQSNZ,Month-to-month,3,80.4,224.05,Fiber optic,Electronic check,No,No,Yes,0.9249005546388168,High
4273-MBHYA,Month-to-month,1,89.35,89.35,Fiber optic,Electronic check,No,No,No,0.9246039569552982,High
3178-FESZO,Month-to-month,1,100.25,100.25,Fiber optic,Credit card (automatic),No,No,Yes,0.9240555399322143,High
6892-EZDTG,Month-to-month,4,91.65,365.4,Fiber optic,Electronic check,No,No,Yes,0.9239452242462075,High
5052-PNLOS,Month-to-month,3,105.35,323.25,Fiber optic,Bank transfer (automatic),No,No,Yes,0.9235345316419907,High
9957-YODKZ,Month-to-month,6,80.8,457.1,Fiber optic,Electronic check,No,No,No,0.923360838777004,High
5956-VKDTT,Month-to-month,5,74.35,334.8,Fiber optic,Electronic check,No,No,Yes,0.9232803379039273,High
6229-LSCKB,Month-to-month,6,79.7,497.6,Fiber optic,Electronic check,No,No,No,0.9232452527152534,High
2672-HUYVI,Month-to-month,6,91.1,455.3,Fiber optic,Electronic check,No,No,Yes,0.9229867324490831,High
8086-OVPWV,Month-to-month,2,80.2,181.1,Fiber optic,Electronic check,No,No,Yes,0.9228190469374552,High
7548-SEPYI,Month-to-month,5,96.25,512.45,Fiber optic,Electronic check,No,No,Yes,0.9227006117901556,High
6734-GMPVK,Month-to-month,5,105.3,550.6,Fiber optic,Electronic check,No,No,No,0.9226603818261067,High
9231-ZJYAM,Month-to-month,4,78.85,292.8,Fiber optic,Electronic check,No,No,Yes,0.9221987014427819,High
2868-MZAGQ,Month-to-month,1,79.25,79.25,Fiber optic,Electronic check,No,No,Yes,0.9217460950101724,High
3097-NQYSN,Month-to-month,2,86.85,156.35,Fiber optic,Mailed check,No,No,Yes,0.921611614425016,High
6861-XWTWQ,Month-to-month,7,99.25,665.45,Fiber optic,Electronic check,No,No,Yes,0.9212636782496576,High
0318-QUUOB,Month-to-month,1,80.55,80.55,Fiber optic,Electronic check,No,No,Yes,0.9211748816300145,High
6015-VVHHE,Month-to-month,5,83.15,446.05,Fiber optic,Credit card (automatic),No,No,Yes,0.9210823923260096,High
8622-ZLFKO,Month-to-month,6,90.75,512.25,Fiber optic,Electronic check,No,No,No,0.9210731928964485,High
6358-LYNGM,Month-to-month,1,74.9,74.9,Fiber optic,Electronic check,No,No,Yes,0.9208489778611018,High
1157-BQCUW,Month-to-month,1,74.95,74.95,Fiber optic,Electronic check,No,No,Yes,0.9207935891191698,High
3462-BJQQA,Month-to-month,6,89.75,552.65,Fiber optic,Electronic check,No,No,No,0.920787173258184,High
7330-WZLNC,Month-to-month,5,90.8,455.5,Fiber optic,Electronic check,No,No,Yes,0.9206739503649535,High
1452-VOQCH,Month-to-month,1,75.1,75.1,Fiber optic,Electronic check,No,No,No,0.9206272102776477,High
9787-XVQIU,Month-to-month,1,75.3,75.3,Fiber optic,Electronic check,No,No,Yes,0.9204048750473118,High
8740-CRYFY,Month-to-month,1,78.95,78.95,Fiber optic,Electronic check,No,No,Yes,0.920297987232396,High
5834-ASPWA,Month-to-month,1,75.45,75.45,Fiber optic,Electronic check,No,No,Yes,0.9202377504134523,High
3519-ZKXGG,Month-to-month,3,75.85,256.6,Fiber optic,Electronic check,No,No,Yes,0.9201936489002518,High
5960-WPXQM,Month-to-month,1,79.05,79.05,Fiber optic,Electronic check,No,No,Yes,0.9201864697873726,High
4234-XTNEA,Month-to-month,2,79.95,174.45,Fiber optic,Electronic check,No,No,No,0.9201402205914596,High
6457-USBER,Month-to-month,1,80.8,80.8,Fiber optic,Electronic check,No,No,Yes,0.9200304336480404,High
9878-TNQGW,Month-to-month,2,80.95,171.15,Fiber optic,Electronic check,No,No,Yes,0.919786828250601,High
2514-GINMM,Month-to-month,1,79.5,79.5,Fiber optic,Electronic check,No,No,Yes,0.9196828759897365,High
1761-AEZZR,Month-to-month,1,79.55,79.55,Fiber optic,Electronic check,No,No,Yes,0.9196267424502752,High
2202-CUYXZ,Month-to-month,1,84.85,84.85,Fiber optic,Electronic check,No,No,Yes,0.9194626543703117,High
3006-XIMLN,Month-to-month,2,94.2,193.8,Fiber optic,Bank transfer (automatic),No,No,Yes,0.9192593150478455,High
8884-ADFVN,Month-to-month,7,101.95,700.85,Fiber optic,Electronic check,No,No,Yes,0.919215854889962,High
9300-RENDD,Month-to-month,1,79.95,79.95,Fiber optic,Electronic check,No,No,Yes,0.9191763837933954,High
0637-KVDLV,Month-to-month,2,76.5,162.45,Fiber optic,Electronic check,No,No,Yes,0.9190150725023979,High
4415-IJZTP,Month-to-month,1,74.5,74.5,Fiber optic,Electronic check,No,No,Yes,0.9190067771175034,High
0495-RVCBF,Month-to-month,1,79.7,79.7,Fiber optic,Electronic check,No,No,Yes,0.9189664216216896,High
4844-JJWUY,Month-to-month,1,86.0,86.0,Fiber optic,Electronic check,No,No,Yes,0.9189623212681919,High
7817-BOQPW,Month-to-month,2,75.55,166.3,Fiber optic,Electronic check,No,No,Yes,0.9189120182618908,High
7439-DKZTW,Month-to-month,1,80.55,80.55,Fiber optic,Electronic check,No,No,No,0.9184965295083772,High
0404-SWRVG,Month-to-month,3,74.4,229.55,Fiber optic,Electronic check,No,No,Yes,0.9184382429105046,High
2789-HQBOU,Month-to-month,3,80.35,253.8,Fiber optic,Electronic check,No,No,No,0.9184159150134035,High
7341-LXCAF,Month-to-month,4,74.65,301.4,Fiber optic,Electronic check,No,No,Yes,0.9183807458211404,High
8816-VXNZD,Month-to-month,1,75.1,75.1,Fiber optic,Electronic check,No,No,Yes,0.9183256229397914,High
8780-IXSTS,Month-to-month,6,90.1,521.3,Fiber optic,Electronic check,No,No,Yes,0.9181666110412261,High
4140-MUHUG,Month-to-month,3,86.85,220.95,Fiber optic,Electronic check,No,No,Yes,0.9179769707840765,High
9837-BMCLM,Month-to-month,3,78.5,242.05,Fiber optic,Electronic check,No,No,Yes,0.9178544774827241,High
0684-AOSIH,Month-to-month,1,95.0,95.0,Fiber optic,Electronic check,No,Yes,Yes,0.9177039440832835,High
4822-RVYBB,Month-to-month,8,100.6,819.4,Fiber optic,Electronic check,No,No,Yes,0.9176165861128329,High
7218-HKQFK,Month-to-month,2,94.2,167.5,Fiber optic,Electronic check,Yes,No,Yes,0.9175796820925507,High
7938-OUHIO,Month-to-month,3,98.7,293.65,Fiber optic,Electronic check,Yes,No,Yes,0.9175545940377878,High
5868-YWPDW,Month-to-month,6,84.2,519.15,Fiber optic,Electronic check,No,No,Yes,0.9174257453052065,High
0220-EBGCE,Month-to-month,2,85.85,167.3,Fiber optic,Electronic check,No,No,Yes,0.917368618371408,High
4614-NUVZD,Month-to-month,1,81.1,81.1,Fiber optic,Electronic check,No,No,Yes,0.917368219656072,High
0880-TKATG,Month-to-month,4,101.15,385.9,Fiber optic,Electronic check,No,No,Yes,0.9173452345132889,High
8058-INTPH,Month-to-month,1,79.65,79.65,Fiber optic,Electronic check,No,No,Yes,0.9171834141594188,High
1393-IMKZG,Month-to-month,1,95.85,95.85,Fiber optic,Electronic check,Yes,No,No,0.9167010478426536,High
7120-RFMVS,Month-to-month,1,84.5,84.5,Fiber optic,Electronic check,No,No,Yes,0.9165602280659664,High
5494-HECPR,Month-to-month,1,80.25,80.25,Fiber optic,Electronic check,No,No,Yes,0.9164883189452556,High
5597-GLBUC,Month-to-month,1,85.45,85.45,Fiber optic,Electronic check,No,No,Yes,0.9164348377660906,High
2004-OCQXK,Month-to-month,1,81.95,81.95,Fiber optic,Electronic check,No,No,Yes,0.9163839397116931,High
4581-SSPWD,Month-to-month,3,75.8,246.3,Fiber optic,Electronic check,No,No,Yes,0.9161652324753106,High
1981-INRFU,Month-to-month,2,79.75,164.5,Fiber optic,Electronic check,No,No,Yes,0.916123532416923,High
2609-IAICY,Month-to-month,1,77.15,77.15,Fiber optic,Electronic check,No,No,Yes,0.9159588071114741,High
4806-KEXQR,Month-to-month,4,79.9,324.3,Fiber optic,Electronic check,No,No,Yes,0.9157376988081765,High
0781-LKXBR,Month-to-month,9,100.5,918.6,Fiber optic,Electronic check,No,No,Yes,0.9157004140020573,High
0334-GDDSO,Month-to-month,3,81.35,233.7,Fiber optic,Electronic check,No,No,Yes,0.9154407463657208,High
8443-ZRDBZ,Month-to-month,4,76.05,318.9,Fiber optic,Electronic check,No,No,Yes,0.9152106267311456,High
9223-UCPVT,Month-to-month,1,94.4,94.4,Fiber optic,Electronic check,No,No,Yes,0.9146492290494088,High
7503-ZGUZJ,Month-to-month,1,84.65,84.65,Fiber optic,Mailed check,No,No,Yes,0.9145208609583202,High
1678-FYZOW,Month-to-month,3,79.4,244.65,Fiber optic,Electronic check,No,No,Yes,0.9144047814800935,High
5835-BEQEU,Month-to-month,3,76.95,228.4,Fiber optic,Electronic check,No,No,Yes,0.9142772220567813,High
2959-MJHIC,Month-to-month,4,80.35,307.4,Fiber optic,Electronic check,No,No,Yes,0.9141809269740075,High
2012-NWRPA,Month-to-month,11,99.55,1131.2,Fiber optic,Electronic check,No,No,Yes,0.9140321143185347,High
2612-RRIDN,Month-to-month,4,81.0,340.85,Fiber optic,Electronic check,No,No,Yes,0.9138019239387617,High
4210-QFJMF,Month-to-month,4,79.15,317.25,Fiber optic,Electronic check,No,No,Yes,0.9137753544358967,High
1618-CFHME,Month-to-month,2,75.9,143.35,Fiber optic,Electronic check,No,No,Yes,0.9136830386422408,High
9306-CPCBC,Month-to-month,3,74.25,210.3,Fiber optic,Electronic check,No,No,Yes,0.9136501420584499,High
9689-PTNPG,Month-to-month,2,80.25,144.55,Fiber optic,Electronic check,No,No,Yes,0.9136153459808073,High
7294-TMAOP,Month-to-month,1,90.55,90.55,Fiber optic,Electronic check,No,No,Yes,0.9130897353796985,High
1320-HTRDR,Month-to-month,3,75.5,220.6,Fiber optic,Electronic check,No,No,Yes,0.9130738389514953,High
9124-LHCJQ,Month-to-month,1,85.45,85.45,Fiber optic,Mailed check,No,No,Yes,0.9130415934981118,High
5797-APWZC,Month-to-month,1,90.6,90.6,Fiber optic,Electronic check,No,No,Yes,0.9130294296558013,High
4090-KPJIP,Month-to-month,3,74.95,212.4,Fiber optic,Electronic check,No,No,No,0.9128096885553524,High
5419-CONWX,Month-to-month,4,99.8,442.85,Fiber optic,Credit card (automatic),No,No,Yes,0.9126205088539217,High
4229-CZMLL,Month-to-month,6,74.9,469.8,Fiber optic,Electronic check,No,No,Yes,0.9124203224191613,High
4395-PZMSN,Month-to-month,5,85.55,408.5,Fiber optic,Electronic check,No,No,No,0.9124104937676425,High
8083-YTZES,Month-to-month,4,74.35,265.35,Fiber optic,Electronic check,No,No,Yes,0.9123011094524546,High
7074-IEVOJ,Month-to-month,3,79.4,205.05,Fiber optic,Electronic check,No,No,Yes,0.9121227953654839,High
1363-TXLSL,Month-to-month,1,70.3,70.3,Fiber optic,Electronic check,No,No,Yes,0.912095533413984,High
8185-UPYBR,Month-to-month,6,75.5,438.0,Fiber optic,Electronic check,No,No,Yes,0.9120520883657024,High
9799-CAYJJ,Month-to-month,2,69.3,153.8,Fiber optic,Electronic check,No,No,No,0.9119877319492113,High
5349-IECLD,Month-to-month,2,94.95,178.1,Fiber optic,Electronic check,No,No,Yes,0.9119591641877698,High
5644-PDMZC,Month-to-month,2,89.5,161.5,Fiber optic,Electronic check,No,No,Yes,0.9119435008060011,High
6356-ELRKD,Month-to-month,1,95.6,95.6,Fiber optic,Electronic check,No,Yes,Yes,0.9117362941976233,High
6941-PMGEP,Month-to-month,5,80.0,412.5,Fiber optic,Electronic check,No,No,Yes,0.9117108021817252,High
4749-OJKQU,Month-to-month,4,75.65,302.35,Fiber optic,Electronic check,No,No,No,0.9116472066250254,High
4529-CKBCL,Month-to-month,2,80.2,146.05,Fiber optic,Electronic check,No,No,Yes,0.9115351542580368,High
7563-BIUPC,Month-to-month,5,80.6,415.55,Fiber optic,Electronic check,No,No,Yes,0.9115181590332109,High
8992-JQYUN,Month-to-month,1,50.35,50.35,DSL,Electronic check,No,No,Yes,0.9111894111330561,High
6357-JJPQT,Month-to-month,3,80.5,232.35,Fiber optic,Electronic check,No,No,No,0.9108626195542253,High
4795-KTRTH,Month-to-month,5,81.0,371.65,Fiber optic,Electronic check,No,No,Yes,0.9108271834642936,High
7493-TPUWZ,Month-to-month,1,79.15,79.15,Fiber optic,Electronic check,No,No,Yes,0.9106806479420415,High
8752-STIVR,Month-to-month,4,79.0,303.15,Fiber optic,Electronic check,No,No,Yes,0.9105477651504117,High
2660-EMUBI,Month-to-month,10,95.35,898.35,Fiber optic,Electronic check,No,No,Yes,0.9105403404733143,High
7450-NWRTR,Month-to-month,12,99.45,1200.15,Fiber optic,Electronic check,No,No,Yes,0.9105141078413695,High
2506-TNFCO,Month-to-month,1,69.55,69.55,Fiber optic,Electronic check,No,No,Yes,0.9105037776093559,High
7760-OYPDY,Month-to-month,2,80.65,144.15,Fiber optic,Electronic check,No,No,Yes,0.9103773945742297,High
8161-QYMTT,Month-to-month,7,94.1,701.3,Fiber optic,Electronic check,No,No,No,0.910132365471726,High
8775-ERLNB,Month-to-month,1,74.3,74.3,Fiber optic,Electronic check,No,No,No,0.9099598343694706,High
8062-YBDOE,Month-to-month,1,69.65,69.65,Fiber optic,Electronic check,No,No,Yes,0.9099516279332055,High
1628-BIZYP,Month-to-month,1,85.0,85.0,Fiber optic,Electronic check,No,No,No,0.9098295959002272,High
5539-TMZLF,Month-to-month,1,69.75,69.75,Fiber optic,Electronic check,No,No,Yes,0.9098270525045571,High
2880-FPNAE,Month-to-month,2,74.2,140.1,Fiber optic,Electronic check,No,No,No,0.9097603082659279,High
4853-OITSN,Month-to-month,5,89.15,413.25,Fiber optic,Electronic check,No,Yes,No,0.9096731790416561,High
7314-OXENN,Month-to-month,2,82.0,184.65,Fiber optic,Electronic check,No,No,Yes,0.9095357819626966,High
9603-OAIHC,Month-to-month,1,70.05,70.05,Fiber optic,Electronic check,No,No,No,0.9094523941994853,High
